iter	Passed	Remaining
399	19888	29832
400	19936	29781
401	19977	29718
402	20025	29665
403	20070	29608
404	20112	29548
405	20159	29493
406	20204	29438
407	20250	29383
408	20300	29334
409	20349	29283
410	20397	29231
411	20442	29175
412	20488	29119
413	20535	29067
414	20587	29020
415	20634	28967
416	20675	28906
417	20722	28853
418	20778	28812
419	20822	28755
420	20867	28698
421	20911	28641
422	20952	28580
423	20998	28526
424	21044	28471
425	21088	28414
426	21136	28363
427	21180	28307
428	21225	28250
429	21273	28199
430	21314	28139
431	21461	28217
432	21632	28326
433	21675	28268
434	21717	28207
435	21921	28356
436	22054	28413
437	22098	28355
438	22143	28297
439	22185	28236
440	22230	28179
441	22277	28124
442	22319	28062
443	22367	28009
444	22413	27953
445	22459	27898
446	22510	27848
447	22554	27790
448	22596	27730
449	22640	27672
450	22684	27613
451	22791	27631
452	22925	27682
453	22976	27632
454	23021	27575
455	23067	27519
456	23113	27463
457	23158	27405
458	23207	27353
459	23252	27296
460	23295	27236
461	23344	27184
462	23386	27124
463	23431	27067
464	23473	27006
465	23519	26951
466	23560	26890
467	23608	26836
468	23655	26782
469	23702	26728
470	23749	26674
471	23823	26649
472	23922	26654
473	23976	26606
474	24100	26637
475	24148	26583
476	24194	26527
477	24236	26467
478	24282	26411
479	24339	26367
480	24399	26327
481	24465	26292
482	24527	26253
483	24589	26215
484	24649	26174
485	24706	26130
486	24765	26087
487	24830	26051
488	24889	26008
489	24948	25967
490	25010	25927
491	25084	25900
492	25183	25898
493	25236	25849
494	25281	25792
495	25327	25736
496	25376	25683
497	25419	25623
498	25463	25565
499	25515	25515
500	25557	25455
501	25599	25395
502	25645	25339
503	25687	25279
504	25732	25223
505	25777	25166
506	25820	25107
507	25865	25050
508	25910	24993
509	25950	24933
510	25992	24873
511	26036	24816
512	26081	24759
513	26123	24700
514	26167	24643
515	26211	24586
516	26373	24638
517	26446	24608
518	26519	24577
519	26671	24620
520	26714	24560
521	26763	24507
522	26812	24454
523	26869	24407
524	26980	24410
525	27073	24396
526	27113	24334
527	27159	24278
528	27200	24218
529	27247	24162
530	27294	24107
531	27340	24051
532	27381	23990
533	27433	23940
534	27473	23878
535	27520	23823
536	27561	23763
537	27603	23704
538	27650	23649
539	27691	23589
540	27760	23552
541	27912	23586
542	27958	23530
543	27999	23470
544	28039	23409
545	28087	23354
546	28129	23295
547	28172	23236
548	28308	23255
549	28369	23211
550	28412	23152
551	28456	23094
552	28498	23036
553	28541	22977
554	28584	22919
555	28635	22866
556	28675	22806
557	28716	22746
558	28760	22689
559	28888	22698
560	28997	22691
561	29039	22631
562	29085	22575
563	29126	22516
564	29169	22458
565	29211	22399
566	29255	22341
567	29301	22285
568	29347	22229
569	29401	22180
570	29461	22134
571	29518	22087
572	29569	22035
573	29618	21981
574	29665	21926
575	29711	21870
576	29757	21815
577	29801	21758
578	29845	21700
579	29897	21649
580	29949	21598
581	30177	21673
582	30226	21619
583	30277	21567
584	30326	21513
585	30383	21465
586	30443	21419
587	30494	21367
588	30545	21314
589	30596	21261
590	30651	21212
591	30704	21161
592	30756	21109
593	30809	21058
594	30862	21007
595	30918	20957
596	30985	20916
597	31043	20868
598	31092	20814
599	31144	20762
600	31293	20775
601	31345	20723
602	31406	20677
603	31457	20624
604	31505	20569
605	31555	20516
606	31607	20464
607	31660	20412
608	31714	20361
609	31760	20305
610	31811	20253
611	31863	20201
612	31909	20144
613	31958	20091
614	32007	20037
615	32061	19986
616	32117	19936
617	32168	19884
618	32222	19833
619	32272	19779
620	32320	19725
621	32374	19674
622	32425	19622
623	32471	19566
624	32519	19511
625	32571	19459
626	32619	19405
627	32671	19353
628	32722	19300
629	32771	19246
630	32823	19194
631	32875	19142
632	32933	19094
633	33082	19098
634	33159	19060
635	33208	19006
636	33259	18953
637	33310	18900
638	33367	18850
639	33418	18797
640	33466	18743
641	33517	18690
642	33567	18637
643	33619	18584
644	33668	18530
645	33714	18475
646	33764	18421
647	33812	18367
648	33863	18314
649	33908	18258
650	33954	18203
651	34000	18147
652	34044	18090
653	34087	18034
654	34130	17976
655	34175	17921
656	34219	17864
657	34268	17811
658	34319	17758
659	34363	17702
660	34405	17645
661	34447	17587
662	34485	17528
663	34526	17471
664	34570	17415
665	34614	17359
666	34658	17303
667	34699	17245
668	34743	17190
669	34786	17133
670	34830	17077
671	34874	17022
672	34920	16967
673	34974	16916
674	35029	16866
675	35075	16811
676	35122	16757
677	35172	16704
678	35220	16650
679	35268	16596
680	35316	16543
681	35371	16493
682	35426	16442
683	35474	16388
684	35520	16334
685	35571	16281
686	35618	16228
687	35666	16174
688	35718	16122
689	35765	16068
690	35820	16017
691	35871	15965
692	35918	15911
693	35967	15858
694	36017	15806
695	36062	15751
696	36107	15696
697	36157	15644
698	36201	15588
699	36256	15538
700	36301	15484
701	36356	15433
702	36406	15381
703	36453	15326
704	36497	15271
705	36541	15216
706	36590	15164
707	36637	15110
708	36687	15058
709	36735	15004
710	36785	14952
711	36839	14901
712	36889	14849
713	36936	14795
714	36985	14742
715	37036	14690
716	37081	14635
717	37134	14584
718	37189	14534
719	37239	14481
720	37297	14432
721	37353	14382
722	37402	14329
723	37454	14278
724	37505	14226
725	37555	14173
726	37604	14120
727	37653	14068
728	37699	14014
729	37742	13959
730	37788	13905
731	37832	13851
732	37882	13798
733	37928	13745
734	37983	13694
735	38037	13643
736	38087	13591
737	38139	13539
738	38185	13486
739	38243	13436
740	38296	13385
741	38340	13331
742	38390	13278
743	38432	13224
744	38475	13169
745	38520	13115
746	38561	13060
747	38606	13006
748	38658	12955
749	38702	12900
750	38753	12848
751	38798	12795
752	38840	12740
753	38885	12686
754	38932	12633
755	38979	12580
756	39022	12526
757	39071	12473
758	39114	12419
759	39219	12385
760	39294	12340
761	39338	12286
762	39378	12231
763	39421	12177
764	39465	12123
765	39506	12068
766	39546	12013
767	39591	11959
768	39631	11904
769	39673	11850
770	39713	11795
771	39757	11741
772	39798	11687
773	39838	11632
774	39888	11580
775	39929	11526
776	39969	11471
777	40011	11417
778	40052	11362
779	40094	11308
780	40138	11255
781	40181	11201
782	40224	11147
783	40271	11095
784	40312	11041
785	40354	10987
786	40397	10933
787	40439	10879
788	40480	10825
789	40524	10772
790	40567	10718
791	40610	10665
792	40651	10611
793	40700	10559
794	40742	10505
795	40787	10452
796	40830	10399
797	40873	10346
798	40913	10292
799	40956	10239
800	40997	10185
801	41037	10131
802	41083	10079
803	41127	10026
804	41168	9972
805	41214	9920
806	41256	9866
807	41304	9815
808	41356	9764
809	41404	9712
810	41451	9660
811	41504	9609
812	41554	9557
813	41602	9506
814	41649	9454
815	41697	9402
816	41747	9350
817	41796	9299
818	41848	9248
819	41898	9197
820	41947	9145
821	41997	9094
822	42048	9043
823	42097	8991
824	42147	8940
825	42205	8890
826	42252	8838
827	42306	8788
828	42360	8737
829	42410	8686
830	42466	8636
831	42513	8584
832	42558	8532
833	42608	8480
834	42653	8428
835	42704	8377
836	42753	8325
837	42799	8273
838	42844	8221
839	42890	8169
840	42934	8117
841	42977	8064
842	43023	8012
843	43063	7959
844	43111	7907
845	43161	7856
846	43206	7804
847	43251	7752
848	43296	7700
849	43340	7648
850	43385	7596
851	43426	7543
852	43473	7491
853	43519	7440
854	43565	7388
855	43606	7335
856	43650	7283
857	43692	7231
858	43736	7179
859	43780	7127
860	43822	7074
861	43864	7022
862	43916	6971
863	43959	6919
864	44003	6867
865	44048	6815
866	44095	6764
867	44136	6712
868	44182	6660
869	44223	6608
870	44264	6555
871	44313	6504
872	44356	6452
873	44399	6400
874	44441	6348
875	44485	6297
876	44527	6245
877	44570	6193
878	44619	6142
879	44669	6091
880	44728	6041
881	44778	5990
882	44823	5939
883	44870	5887
884	44918	5836
885	44966	5785
886	45010	5734
887	45053	5682
888	45155	5638
889	45275	5595
890	45319	5544
891	45362	5492
892	45405	5440
893	45453	5389
894	45498	5337
895	45545	5286
896	45600	5236
897	45654	5185
898	45708	5135
899	45757	5084
900	45812	5033
901	45866	4983
902	45916	4932
903	45962	4880
904	46005	4829
905	46047	4777
906	46090	4725
907	46134	4674
908	46176	4622
909	46223	4571
910	46277	4521
911	46324	4469
912	46373	4418
913	46423	4368
914	46478	4317
915	46527	4266
916	46578	4215
917	46624	4164
918	46675	4113
919	46727	4063
920	46774	4012
921	46824	3961
922	46872	3910
923	46920	3859
924	46966	3808
925	47009	3756
926	47052	3705
927	47104	3654
928	47161	3604
929	47209	3553
930	47258	3502
931	47309	3451
932	47363	3401
933	47415	3350
934	47460	3299
935	47511	3248
936	47562	3197
937	47610	3146
938	47662	3096
939	47707	3045
940	47757	2994
941	47806	2943
942	47858	2892
943	47910	2842
944	47969	2791
945	48034	2741
946	48085	2691
947	48138	2640
948	48186	2589
949	48236	2538
950	48290	2488
951	48335	2437
952	48383	2386
953	48434	2335
954	48484	2284
955	48529	2233
956	48590	2183
957	48641	2132
958	48694	2081
959	48746	2031
960	48795	1980
961	48848	1929
962	48892	1878
963	48944	1827
964	48994	1776
965	49046	1726
966	49101	1675
967	49150	1624
968	49196	1573
969	49244	1523
970	49291	1472
971	49339	1421
972	49388	1370
973	49433	1319
974	49490	1268
975	49542	1218
976	49585	1167
977	49635	1116
978	49684	1065
979	49733	1014
980	49782	964
981	49831	913
982	49883	862
983	49936	811
984	49986	761
985	50034	710
986	50084	659
987	50136	608
988	50185	558
989	50229	507
990	50280	456
991	50332	405
992	50380	355
993	50432	304
994	50488	253
995	50539	202
996	50604	152
997	50663	101
998	50716	50
999	50767	0
